timestamp,trigger_code,event_label,trial_info
1774376045.990126133,phase2_response,phase2_response,trial=48 response=SKY
1774376045.990278006,phase2_question_offset,phase2_question_offset,trial=48
1774376045.990651846,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=48
1774376046.494841099,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=48
1774376046.689234972,phase2_break_onset,phase2_break_onset,after_trial=48 total_trials=64
1774376053.597918034,phase2_break_enter,phase2_break_enter,
1774376053.598164082,phase2_break_offset,phase2_break_offset,
1774376053.629493952,phase2_fixation_onset,phase2_fixation_onset,trial=49
1774376054.132786036,phase2_fixation_offset,phase2_fixation_offset,trial=49
1774376054.253486156,phase2_context1_onset,phase2_context1_onset,trial=49 shape=Shape_2_1.png
